example,split,start,end,duration_minutes,frames
KTLX-20240607T052831-063054-709,training,2024-06-07T05:28:31+00:00,2024-06-07T06:30:54+00:00,62.383,30
KTLX-20240607T084606-094825-710,training,2024-06-07T08:46:06+00:00,2024-06-07T09:48:25+00:00,62.317,30
KTLX-20240607T115354-130341-711,training,2024-06-07T11:53:54+00:00,2024-06-07T13:03:41+00:00,69.783,30
KTLX-20240607T132944-145435-712,training,2024-06-07T13:29:44+00:00,2024-06-07T14:54:35+00:00,84.85,30
KTLX-20240626T033828-043229-713,training,2024-06-26T03:38:28+00:00,2024-06-26T04:32:29+00:00,54.017,30
KTLX-20240626T052052-061429-714,training,2024-06-26T05:20:52+00:00,2024-06-26T06:14:29+00:00,53.617,30
KTLX-20240626T132624-142519-715,training,2024-06-26T13:26:24+00:00,2024-06-26T14:25:19+00:00,58.917,30
KTLX-20240626T160054-165641-716,training,2024-06-26T16:00:54+00:00,2024-06-26T16:56:41+00:00,55.783,30
KTLX-20240626T172905-183129-717,training,2024-06-26T17:29:05+00:00,2024-06-26T18:31:29+00:00,62.4,30
KTLX-20240627T002211-010816-718,training,2024-06-27T00:22:11+00:00,2024-06-27T01:08:16+00:00,46.083,30
KTLX-20240627T014459-023326-719,training,2024-06-27T01:44:59+00:00,2024-06-27T02:33:26+00:00,48.45,30
KTLX-20240627T030635-035157-720,training,2024-06-27T03:06:35+00:00,2024-06-27T03:51:57+00:00,45.367,30
KTLX-20240703T202547-215156-721,training,2024-07-03T20:25:47+00:00,2024-07-03T21:51:56+00:00,86.15,30
KTLX-20240703T221633-230348-722,training,2024-07-03T22:16:33+00:00,2024-07-03T23:03:48+00:00,47.25,30
KTLX-20240703T230713-235329-723,training,2024-07-03T23:07:13+00:00,2024-07-03T23:53:29+00:00,46.267,30
KTLX-20240704T004527-013359-724,training,2024-07-04T00:45:27+00:00,2024-07-04T01:33:59+00:00,48.533,30
KTLX-20240704T190615-202431-725,training,2024-07-04T19:06:15+00:00,2024-07-04T20:24:31+00:00,78.267,30
KTLX-20240704T204710-214131-726,training,2024-07-04T20:47:10+00:00,2024-07-04T21:41:31+00:00,54.35,30
KTLX-20240704T215035-224732-727,training,2024-07-04T21:50:35+00:00,2024-07-04T22:47:32+00:00,56.95,30
KTLX-20240705T001029-010855-728,training,2024-07-05T00:10:29+00:00,2024-07-05T01:08:55+00:00,58.433,30
KTLX-20240705T022425-032013-729,training,2024-07-05T02:24:25+00:00,2024-07-05T03:20:13+00:00,55.8,30
KTLX-20240705T040857-050538-730,training,2024-07-05T04:08:57+00:00,2024-07-05T05:05:38+00:00,56.683,30
KTLX-20240705T065828-075338-731,training,2024-07-05T06:58:28+00:00,2024-07-05T07:53:38+00:00,55.167,30
KTLX-20240705T083419-092406-732,training,2024-07-05T08:34:19+00:00,2024-07-05T09:24:06+00:00,49.783,30
KTLX-20240705T092604-102220-733,training,2024-07-05T09:26:04+00:00,2024-07-05T10:22:20+00:00,56.267,30
KTLX-20240705T124142-133915-734,training,2024-07-05T12:41:42+00:00,2024-07-05T13:39:15+00:00,57.55,30
KTLX-20240705T152739-162707-735,training,2024-07-05T15:27:39+00:00,2024-07-05T16:27:07+00:00,59.467,30
KTLX-20240705T181808-191722-736,training,2024-07-05T18:18:08+00:00,2024-07-05T19:17:22+00:00,59.233,30
KTLX-20240707T133427-144910-737,training,2024-07-07T13:34:27+00:00,2024-07-07T14:49:10+00:00,74.717,30
KTLX-20240707T161927-170452-738,training,2024-07-07T16:19:27+00:00,2024-07-07T17:04:52+00:00,45.417,30
KTLX-20240707T185802-194352-739,training,2024-07-07T18:58:02+00:00,2024-07-07T19:43:52+00:00,45.833,30
KTLX-20240707T195325-204359-740,training,2024-07-07T19:53:25+00:00,2024-07-07T20:43:59+00:00,50.567,30
KTLX-20240707T230114-234656-741,training,2024-07-07T23:01:14+00:00,2024-07-07T23:46:56+00:00,45.7,30
KTLX-20240708T003643-012300-742,training,2024-07-08T00:36:43+00:00,2024-07-08T01:23:00+00:00,46.283,30
KTLX-20240708T022408-031234-743,training,2024-07-08T02:24:08+00:00,2024-07-08T03:12:34+00:00,48.433,30
KTLX-20240708T032803-041739-744,training,2024-07-08T03:28:03+00:00,2024-07-08T04:17:39+00:00,49.6,30
KTLX-20240708T054523-063337-745,training,2024-07-08T05:45:23+00:00,2024-07-08T06:33:37+00:00,48.233,30
KTLX-20240708T071611-080111-746,training,2024-07-08T07:16:11+00:00,2024-07-08T08:01:11+00:00,45.0,30
KTLX-20240708T081656-090634-747,training,2024-07-08T08:16:56+00:00,2024-07-08T09:06:34+00:00,49.633,30
KTLX-20240708T094348-103117-748,training,2024-07-08T09:43:48+00:00,2024-07-08T10:31:17+00:00,47.483,30
KTLX-20240708T114804-123430-749,training,2024-07-08T11:48:04+00:00,2024-07-08T12:34:30+00:00,46.433,30
KTLX-20240708T125110-133703-750,training,2024-07-08T12:51:10+00:00,2024-07-08T13:37:03+00:00,45.883,30
KTLX-20240709T033247-043404-751,training,2024-07-09T03:32:47+00:00,2024-07-09T04:34:04+00:00,61.283,30
KTLX-20240709T044836-054713-752,training,2024-07-09T04:48:36+00:00,2024-07-09T05:47:13+00:00,58.617,30
KTLX-20240709T055123-065208-753,training,2024-07-09T05:51:23+00:00,2024-07-09T06:52:08+00:00,60.75,30
KTLX-20240709T073531-083618-754,training,2024-07-09T07:35:31+00:00,2024-07-09T08:36:18+00:00,60.783,30
KTLX-20240709T083825-100551-755,training,2024-07-09T08:38:25+00:00,2024-07-09T10:05:51+00:00,87.433,30
KTLX-20240721T090456-102223-756,training,2024-07-21T09:04:56+00:00,2024-07-21T10:22:23+00:00,77.45,30
KTLX-20240721T103753-115345-757,training,2024-07-21T10:37:53+00:00,2024-07-21T11:53:45+00:00,75.867,30
KTLX-20240721T142411-152408-758,training,2024-07-21T14:24:11+00:00,2024-07-21T15:24:08+00:00,59.95,30
KTLX-20240721T153331-162932-759,training,2024-07-21T15:33:31+00:00,2024-07-21T16:29:32+00:00,56.017,30
KTLX-20240721T163709-173706-760,training,2024-07-21T16:37:09+00:00,2024-07-21T17:37:06+00:00,59.95,30
KTLX-20240721T175836-185942-761,training,2024-07-21T17:58:36+00:00,2024-07-21T18:59:42+00:00,61.1,30
KTLX-20240721T204635-214602-762,training,2024-07-21T20:46:35+00:00,2024-07-21T21:46:02+00:00,59.45,30
KTLX-20240721T221432-231517-763,training,2024-07-21T22:14:32+00:00,2024-07-21T23:15:17+00:00,60.75,30
KTLX-20240722T010749-021051-764,training,2024-07-22T01:07:49+00:00,2024-07-22T02:10:51+00:00,63.033,30
KTLX-20240722T023255-033208-765,training,2024-07-22T02:32:55+00:00,2024-07-22T03:32:08+00:00,59.217,30
KTLX-20240722T041233-051441-766,training,2024-07-22T04:12:33+00:00,2024-07-22T05:14:41+00:00,62.133,30
KTLX-20240722T051900-061829-767,training,2024-07-22T05:19:00+00:00,2024-07-22T06:18:29+00:00,59.483,30
KTLX-20240722T064129-075137-768,training,2024-07-22T06:41:29+00:00,2024-07-22T07:51:37+00:00,70.133,30
KTLX-20240816T025118-040757-769,training,2024-08-16T02:51:18+00:00,2024-08-16T04:07:57+00:00,76.65,30
KTLX-20240816T043604-054657-770,training,2024-08-16T04:36:04+00:00,2024-08-16T05:46:57+00:00,70.883,30
KTLX-20240816T062846-073835-771,training,2024-08-16T06:28:46+00:00,2024-08-16T07:38:35+00:00,69.817,30
KTLX-20240816T074041-084337-772,training,2024-08-16T07:40:41+00:00,2024-08-16T08:43:37+00:00,62.933,30
KTLX-20240816T111135-121344-773,training,2024-08-16T11:11:35+00:00,2024-08-16T12:13:44+00:00,62.15,30
KTLX-20240816T203613-214101-774,training,2024-08-16T20:36:13+00:00,2024-08-16T21:41:01+00:00,64.8,30
KTLX-20240816T225630-235625-775,training,2024-08-16T22:56:30+00:00,2024-08-16T23:56:25+00:00,59.917,30
KTLX-20240817T014819-025212-776,training,2024-08-17T01:48:19+00:00,2024-08-17T02:52:12+00:00,63.883,30
KTLX-20240817T031124-041643-777,training,2024-08-17T03:11:24+00:00,2024-08-17T04:16:43+00:00,65.317,30
KTLX-20240817T043638-054422-778,training,2024-08-17T04:36:38+00:00,2024-08-17T05:44:22+00:00,67.733,30
KTLX-20240817T081139-092003-779,training,2024-08-17T08:11:39+00:00,2024-08-17T09:20:03+00:00,68.4,30
KTLX-20240817T092411-102343-780,training,2024-08-17T09:24:11+00:00,2024-08-17T10:23:43+00:00,59.533,30
KTLX-20240817T110156-121555-781,training,2024-08-17T11:01:56+00:00,2024-08-17T12:15:55+00:00,73.983,30
KTLX-20240817T130426-141840-782,training,2024-08-17T13:04:26+00:00,2024-08-17T14:18:40+00:00,74.233,30
KTLX-20240817T173454-184436-783,training,2024-08-17T17:34:54+00:00,2024-08-17T18:44:36+00:00,69.7,30
KTLX-20240817T204126-220525-784,training,2024-08-17T20:41:26+00:00,2024-08-17T22:05:25+00:00,83.983,30
KTLX-20240918T210427-221615-785,training,2024-09-18T21:04:27+00:00,2024-09-18T22:16:15+00:00,71.8,30
KTLX-20240918T222033-232134-786,training,2024-09-18T22:20:33+00:00,2024-09-18T23:21:34+00:00,61.017,30
KTLX-20240919T003732-020700-787,training,2024-09-19T00:37:32+00:00,2024-09-19T02:07:00+00:00,89.467,30
KTLX-20240919T202837-213001-788,training,2024-09-19T20:28:37+00:00,2024-09-19T21:30:01+00:00,61.4,30
KTLX-20240919T213437-224639-789,training,2024-09-19T21:34:37+00:00,2024-09-19T22:46:39+00:00,72.033,30
KTLX-20240920T002933-013833-790,training,2024-09-20T00:29:33+00:00,2024-09-20T01:38:33+00:00,69.0,30
KTLX-20240920T023103-033300-791,training,2024-09-20T02:31:03+00:00,2024-09-20T03:33:00+00:00,61.95,30
KTLX-20240923T061922-073145-792,training,2024-09-23T06:19:22+00:00,2024-09-23T07:31:45+00:00,72.383,30
KTLX-20240924T224555-235858-793,training,2024-09-24T22:45:55+00:00,2024-09-24T23:58:58+00:00,73.05,30
KTLX-20240925T000623-012058-794,training,2024-09-25T00:06:23+00:00,2024-09-25T01:20:58+00:00,74.583,30
KTLX-20240925T022434-035102-795,training,2024-09-25T02:24:34+00:00,2024-09-25T03:51:02+00:00,86.467,30
KTLX-20241030T195448-211650-796,training,2024-10-30T19:54:48+00:00,2024-10-30T21:16:50+00:00,82.033,30
KTLX-20241030T225014-235914-797,training,2024-10-30T22:50:14+00:00,2024-10-30T23:59:14+00:00,69.0,30
KTLX-20241031T010337-021525-798,training,2024-10-31T01:03:37+00:00,2024-10-31T02:15:25+00:00,71.8,30
KTLX-20241031T022829-031623-799,training,2024-10-31T02:28:29+00:00,2024-10-31T03:16:23+00:00,47.9,30
KTLX-20241031T033929-042736-800,training,2024-10-31T03:39:29+00:00,2024-10-31T04:27:36+00:00,48.117,30
KTLX-20241102T124808-141438-801,validation,2024-11-02T12:48:08+00:00,2024-11-02T14:14:38+00:00,86.5,30
KTLX-20241102T152702-162606-802,validation,2024-11-02T15:27:02+00:00,2024-11-02T16:26:06+00:00,59.067,30
KTLX-20241102T164023-173916-803,validation,2024-11-02T16:40:23+00:00,2024-11-02T17:39:16+00:00,58.883,30
KTLX-20241102T180409-190351-804,validation,2024-11-02T18:04:09+00:00,2024-11-02T19:03:51+00:00,59.7,30
KTLX-20241102T194909-205746-805,validation,2024-11-02T19:49:09+00:00,2024-11-02T20:57:46+00:00,68.617,30
KTLX-20241102T220155-230033-806,validation,2024-11-02T22:01:55+00:00,2024-11-02T23:00:33+00:00,58.633,30
KTLX-20241103T022248-033657-807,validation,2024-11-03T02:22:48+00:00,2024-11-03T03:36:57+00:00,74.15,30
KTLX-20241103T045057-054837-808,validation,2024-11-03T04:50:57+00:00,2024-11-03T05:48:37+00:00,57.667,30
KTLX-20241103T070047-075824-809,validation,2024-11-03T07:00:47+00:00,2024-11-03T07:58:24+00:00,57.617,30
KTLX-20241103T154842-164439-810,validation,2024-11-03T15:48:42+00:00,2024-11-03T16:44:39+00:00,55.95,30
KTLX-20241103T205612-214407-811,validation,2024-11-03T20:56:12+00:00,2024-11-03T21:44:07+00:00,47.917,30
KTLX-20241103T220057-225019-812,validation,2024-11-03T22:00:57+00:00,2024-11-03T22:50:19+00:00,49.367,30
KTLX-20241104T003206-012034-813,validation,2024-11-04T00:32:06+00:00,2024-11-04T01:20:34+00:00,48.467,30
KTLX-20241104T015321-024159-814,validation,2024-11-04T01:53:21+00:00,2024-11-04T02:41:59+00:00,48.633,30
KTLX-20241104T064707-073545-815,validation,2024-11-04T06:47:07+00:00,2024-11-04T07:35:45+00:00,48.633,30
KTLX-20241104T154837-163501-816,validation,2024-11-04T15:48:37+00:00,2024-11-04T16:35:01+00:00,46.4,30
KTLX-20241104T165338-174327-817,validation,2024-11-04T16:53:38+00:00,2024-11-04T17:43:27+00:00,49.817,30
KTLX-20241118T082255-092007-818,validation,2024-11-18T08:22:55+00:00,2024-11-18T09:20:07+00:00,57.2,30
KTLX-20241118T112800-122147-819,validation,2024-11-18T11:28:00+00:00,2024-11-18T12:21:47+00:00,53.783,30
KTLX-20241118T142801-151712-820,validation,2024-11-18T14:28:01+00:00,2024-11-18T15:17:12+00:00,49.183,30
KTLX-20241118T163201-172146-821,validation,2024-11-18T16:32:01+00:00,2024-11-18T17:21:46+00:00,49.75,30
KTLX-20241118T182224-190957-822,validation,2024-11-18T18:22:24+00:00,2024-11-18T19:09:57+00:00,47.55,30
KTLX-20241118T204835-220040-823,validation,2024-11-18T20:48:35+00:00,2024-11-18T22:00:40+00:00,72.083,30
KTLX-20250304T051613-060220-824,validation,2025-03-04T05:16:13+00:00,2025-03-04T06:02:20+00:00,46.117,30
KTLX-20250304T060846-065525-825,validation,2025-03-04T06:08:46+00:00,2025-03-04T06:55:25+00:00,46.65,30
KTLX-20250304T070344-075035-826,validation,2025-03-04T07:03:44+00:00,2025-03-04T07:50:35+00:00,46.85,30
KTLX-20250304T082317-091243-827,validation,2025-03-04T08:23:17+00:00,2025-03-04T09:12:43+00:00,49.433,30
KTLX-20250304T094411-103942-828,validation,2025-03-04T09:44:11+00:00,2025-03-04T10:39:42+00:00,55.517,30
KTLX-20250304T105131-113842-829,validation,2025-03-04T10:51:31+00:00,2025-03-04T11:38:42+00:00,47.183,30
KTLX-20250304T151932-161847-830,validation,2025-03-04T15:19:32+00:00,2025-03-04T16:18:47+00:00,59.25,30
KTLX-20250308T132620-141147-831,validation,2025-03-08T13:26:20+00:00,2025-03-08T14:11:47+00:00,45.45,30
KTLX-20250308T162429-171240-832,validation,2025-03-08T16:24:29+00:00,2025-03-08T17:12:40+00:00,48.183,30
KTLX-20250308T172103-181048-833,validation,2025-03-08T17:21:03+00:00,2025-03-08T18:10:48+00:00,49.75,30
KTLX-20250308T190938-195726-834,validation,2025-03-08T19:09:38+00:00,2025-03-08T19:57:26+00:00,47.8,30
KTLX-20250308T200235-205043-835,validation,2025-03-08T20:02:35+00:00,2025-03-08T20:50:43+00:00,48.133,30
KTLX-20250308T211955-220937-836,validation,2025-03-08T21:19:55+00:00,2025-03-08T22:09:37+00:00,49.7,30
KTLX-20250308T223500-232430-837,validation,2025-03-08T22:35:00+00:00,2025-03-08T23:24:30+00:00,49.5,30
KTLX-20250309T001041-010018-838,validation,2025-03-09T00:10:41+00:00,2025-03-09T01:00:18+00:00,49.617,30
KTLX-20250309T011238-020242-839,validation,2025-03-09T01:12:38+00:00,2025-03-09T02:02:42+00:00,50.067,30
KTLX-20250309T020935-025851-840,validation,2025-03-09T02:09:35+00:00,2025-03-09T02:58:51+00:00,49.267,30
KTLX-20250309T030204-035032-841,validation,2025-03-09T03:02:04+00:00,2025-03-09T03:50:32+00:00,48.467,30
KTLX-20250309T043149-052207-842,validation,2025-03-09T04:31:49+00:00,2025-03-09T05:22:07+00:00,50.3,30
KTLX-20250309T074323-083304-843,validation,2025-03-09T07:43:23+00:00,2025-03-09T08:33:04+00:00,49.683,30
KTLX-20250309T092323-101312-844,validation,2025-03-09T09:23:23+00:00,2025-03-09T10:13:12+00:00,49.817,30
KTLX-20250309T101456-110109-845,validation,2025-03-09T10:14:56+00:00,2025-03-09T11:01:09+00:00,46.217,30
KTLX-20250328T112233-123538-846,validation,2025-03-28T11:22:33+00:00,2025-03-28T12:35:38+00:00,73.083,30
KTLX-20250330T001347-012503-847,validation,2025-03-30T00:13:47+00:00,2025-03-30T01:25:03+00:00,71.267,30
KTLX-20250330T025057-040210-848,validation,2025-03-30T02:50:57+00:00,2025-03-30T04:02:10+00:00,71.217,30
KTLX-20250330T045202-053817-849,validation,2025-03-30T04:52:02+00:00,2025-03-30T05:38:17+00:00,46.25,30
KTLX-20250330T062355-072506-850,validation,2025-03-30T06:23:55+00:00,2025-03-30T07:25:06+00:00,61.183,30
KTLX-20250330T081356-091600-851,validation,2025-03-30T08:13:56+00:00,2025-03-30T09:16:00+00:00,62.067,30
KTLX-20250401T212545-225517-852,validation,2025-04-01T21:25:45+00:00,2025-04-01T22:55:17+00:00,89.533,30
KTLX-20250402T000900-011658-853,validation,2025-04-02T00:09:00+00:00,2025-04-02T01:16:58+00:00,67.967,30
KTLX-20250402T012352-023129-854,validation,2025-04-02T01:23:52+00:00,2025-04-02T02:31:29+00:00,67.617,30
KTLX-20250402T024859-035143-855,validation,2025-04-02T02:48:59+00:00,2025-04-02T03:51:43+00:00,62.733,30
KTLX-20250402T041116-051354-856,validation,2025-04-02T04:11:16+00:00,2025-04-02T05:13:54+00:00,62.633,30
KTLX-20250402T075533-090305-857,validation,2025-04-02T07:55:33+00:00,2025-04-02T09:03:05+00:00,67.533,30
KTLX-20250402T100809-112547-858,validation,2025-04-02T10:08:09+00:00,2025-04-02T11:25:47+00:00,77.633,30
KTLX-20250402T113052-122308-859,validation,2025-04-02T11:30:52+00:00,2025-04-02T12:23:08+00:00,52.267,30
KTLX-20250402T143852-153711-860,validation,2025-04-02T14:38:52+00:00,2025-04-02T15:37:11+00:00,58.317,30
KTLX-20250403T045740-062525-861,validation,2025-04-03T04:57:40+00:00,2025-04-03T06:25:25+00:00,87.75,30
KTLX-20250403T062729-072836-862,validation,2025-04-03T06:27:29+00:00,2025-04-03T07:28:36+00:00,61.117,30
KTLX-20250403T073657-084721-863,validation,2025-04-03T07:36:57+00:00,2025-04-03T08:47:21+00:00,70.4,30
KTLX-20250403T085814-101230-864,validation,2025-04-03T08:58:14+00:00,2025-04-03T10:12:30+00:00,74.267,30
KTLX-20250403T111052-123909-865,validation,2025-04-03T11:10:52+00:00,2025-04-03T12:39:09+00:00,88.283,30
KTLX-20250403T174445-185103-866,validation,2025-04-03T17:44:45+00:00,2025-04-03T18:51:03+00:00,66.3,30
KTLX-20250403T185915-200200-867,validation,2025-04-03T18:59:15+00:00,2025-04-03T20:02:00+00:00,62.75,30
KTLX-20250419T032009-041502-868,validation,2025-04-19T03:20:09+00:00,2025-04-19T04:15:02+00:00,54.883,30
KTLX-20250419T064426-073838-869,validation,2025-04-19T06:44:26+00:00,2025-04-19T07:38:38+00:00,54.2,30
KTLX-20250419T080227-090006-870,validation,2025-04-19T08:02:27+00:00,2025-04-19T09:00:06+00:00,57.65,30
KTLX-20250419T090202-095820-871,validation,2025-04-19T09:02:02+00:00,2025-04-19T09:58:20+00:00,56.3,30
KTLX-20250419T103501-115031-872,validation,2025-04-19T10:35:01+00:00,2025-04-19T11:50:31+00:00,75.5,30
KTLX-20250420T001028-013702-873,validation,2025-04-20T00:10:28+00:00,2025-04-20T01:37:02+00:00,86.567,30
KTLX-20250420T020645-030552-874,validation,2025-04-20T02:06:45+00:00,2025-04-20T03:05:52+00:00,59.117,30
KTLX-20250420T033740-043556-875,validation,2025-04-20T03:37:40+00:00,2025-04-20T04:35:56+00:00,58.267,30
KTLX-20250420T051203-060850-876,validation,2025-04-20T05:12:03+00:00,2025-04-20T06:08:50+00:00,56.783,30
KTLX-20250420T103050-112935-877,validation,2025-04-20T10:30:50+00:00,2025-04-20T11:29:35+00:00,58.75,30
KTLX-20250420T114319-131139-878,validation,2025-04-20T11:43:19+00:00,2025-04-20T13:11:39+00:00,88.333,30
KTLX-20250425T034339-045946-879,validation,2025-04-25T03:43:39+00:00,2025-04-25T04:59:46+00:00,76.117,30
KTLX-20250425T052228-064848-880,validation,2025-04-25T05:22:28+00:00,2025-04-25T06:48:48+00:00,86.333,30
KTLX-20250426T145535-154248-881,validation,2025-04-26T14:55:35+00:00,2025-04-26T15:42:48+00:00,47.217,30
KTLX-20250426T163046-171603-882,validation,2025-04-26T16:30:46+00:00,2025-04-26T17:16:03+00:00,45.283,30
KTLX-20250426T181733-190437-883,validation,2025-04-26T18:17:33+00:00,2025-04-26T19:04:37+00:00,47.067,30
KTLX-20250426T200600-205112-884,validation,2025-04-26T20:06:00+00:00,2025-04-26T20:51:12+00:00,45.2,30
KTLX-20250426T205400-214205-885,validation,2025-04-26T20:54:00+00:00,2025-04-26T21:42:05+00:00,48.083,30
KTLX-20250426T221713-231008-886,validation,2025-04-26T22:17:13+00:00,2025-04-26T23:10:08+00:00,52.917,30
KTLX-20250429T191546-204444-887,validation,2025-04-29T19:15:46+00:00,2025-04-29T20:44:44+00:00,88.967,30
KTLX-20250429T205400-214640-888,validation,2025-04-29T20:54:00+00:00,2025-04-29T21:46:40+00:00,52.667,30
KTLX-20250429T225110-235004-889,validation,2025-04-29T22:51:10+00:00,2025-04-29T23:50:04+00:00,58.9,30
KTLX-20250430T000610-010413-890,validation,2025-04-30T00:06:10+00:00,2025-04-30T01:04:13+00:00,58.05,30
KTLX-20250430T022858-032519-891,validation,2025-04-30T02:28:58+00:00,2025-04-30T03:25:19+00:00,56.35,30
KTLX-20250430T045621-055155-892,validation,2025-04-30T04:56:21+00:00,2025-04-30T05:51:55+00:00,55.567,30
KTLX-20250430T071835-081617-893,validation,2025-04-30T07:18:35+00:00,2025-04-30T08:16:17+00:00,57.7,30
KTLX-20250430T094838-105415-894,validation,2025-04-30T09:48:38+00:00,2025-04-30T10:54:15+00:00,65.617,30
KTLX-20250430T112407-123236-895,validation,2025-04-30T11:24:07+00:00,2025-04-30T12:32:36+00:00,68.483,30
KTLX-20250430T141546-152240-896,validation,2025-04-30T14:15:46+00:00,2025-04-30T15:22:40+00:00,66.9,30
KTLX-20250430T153841-164452-897,validation,2025-04-30T15:38:41+00:00,2025-04-30T16:44:52+00:00,66.183,30
KTLX-20250502T071037-083915-898,validation,2025-05-02T07:10:37+00:00,2025-05-02T08:39:15+00:00,88.633,30
KTLX-20250502T085510-095530-899,validation,2025-05-02T08:55:10+00:00,2025-05-02T09:55:30+00:00,60.333,30
KTLX-20250502T104322-115532-900,validation,2025-05-02T10:43:22+00:00,2025-05-02T11:55:32+00:00,72.167,30
KTLX-20250517T214019-222726-901,validation,2025-05-17T21:40:19+00:00,2025-05-17T22:27:26+00:00,47.117,30
KTLX-20250517T225443-234449-902,validation,2025-05-17T22:54:43+00:00,2025-05-17T23:44:49+00:00,50.1,30
KTLX-20250518T013621-023353-903,validation,2025-05-18T01:36:21+00:00,2025-05-18T02:33:53+00:00,57.533,30
KTLX-20250518T032553-042326-904,validation,2025-05-18T03:25:53+00:00,2025-05-18T04:23:26+00:00,57.55,30
KTLX-20250518T051827-061547-905,validation,2025-05-18T05:18:27+00:00,2025-05-18T06:15:47+00:00,57.333,30
KTLX-20250518T062727-072626-906,validation,2025-05-18T06:27:27+00:00,2025-05-18T07:26:26+00:00,58.983,30
KTLX-20250518T082933-092037-907,validation,2025-05-18T08:29:33+00:00,2025-05-18T09:20:37+00:00,51.067,30
KTLX-20250519T183932-200054-908,validation,2025-05-19T18:39:32+00:00,2025-05-19T20:00:54+00:00,81.367,30
KTLX-20250519T201141-205718-909,validation,2025-05-19T20:11:41+00:00,2025-05-19T20:57:18+00:00,45.617,30
KTLX-20250519T210130-215831-910,validation,2025-05-19T21:01:30+00:00,2025-05-19T21:58:31+00:00,57.017,30
KTLX-20250520T000623-010402-911,validation,2025-05-20T00:06:23+00:00,2025-05-20T01:04:02+00:00,57.65,30
KTLX-20250520T010732-020112-912,validation,2025-05-20T01:07:32+00:00,2025-05-20T02:01:12+00:00,53.667,30
KTLX-20250520T035515-050015-913,validation,2025-05-20T03:55:15+00:00,2025-05-20T05:00:15+00:00,65.0,30
KTLX-20250520T052242-061939-914,validation,2025-05-20T05:22:42+00:00,2025-05-20T06:19:39+00:00,56.95,30
KTLX-20250520T065226-075812-915,validation,2025-05-20T06:52:26+00:00,2025-05-20T07:58:12+00:00,65.767,30
KTLX-20250522T163533-180314-916,validation,2025-05-22T16:35:33+00:00,2025-05-22T18:03:14+00:00,87.683,30
KTLX-20250522T180834-192323-917,validation,2025-05-22T18:08:34+00:00,2025-05-22T19:23:23+00:00,74.817,30
KTLX-20250522T212048-223620-918,validation,2025-05-22T21:20:48+00:00,2025-05-22T22:36:20+00:00,75.533,30
KTLX-20250522T224129-235710-919,validation,2025-05-22T22:41:29+00:00,2025-05-22T23:57:10+00:00,75.683,30
KTLX-20250524T065447-080445-920,validation,2025-05-24T06:54:47+00:00,2025-05-24T08:04:45+00:00,69.967,30
KTLX-20250524T091402-100049-921,validation,2025-05-24T09:14:02+00:00,2025-05-24T10:00:49+00:00,46.783,30
KTLX-20250524T120555-125312-922,validation,2025-05-24T12:05:55+00:00,2025-05-24T12:53:12+00:00,47.283,30
KTLX-20250524T134051-142906-923,validation,2025-05-24T13:40:51+00:00,2025-05-24T14:29:06+00:00,48.25,30
KTLX-20250524T160323-165241-924,validation,2025-05-24T16:03:23+00:00,2025-05-24T16:52:41+00:00,49.3,30
KTLX-20250525T035613-044409-925,validation,2025-05-25T03:56:13+00:00,2025-05-25T04:44:09+00:00,47.933,30
KTLX-20250525T054956-064226-926,validation,2025-05-25T05:49:56+00:00,2025-05-25T06:42:26+00:00,52.5,30
KTLX-20250525T181111-193741-927,validation,2025-05-25T18:11:11+00:00,2025-05-25T19:37:41+00:00,86.5,30
KTLX-20250525T220419-231926-928,validation,2025-05-25T22:04:19+00:00,2025-05-25T23:19:26+00:00,75.117,30
KTLX-20250526T014032-025737-929,validation,2025-05-26T01:40:32+00:00,2025-05-26T02:57:37+00:00,77.083,30
KTLX-20250526T030302-042056-930,validation,2025-05-26T03:03:02+00:00,2025-05-26T04:20:56+00:00,77.9,30
KTLX-20250526T092807-104642-931,validation,2025-05-26T09:28:07+00:00,2025-05-26T10:46:42+00:00,78.583,30
KTLX-20250526T123316-133446-932,validation,2025-05-26T12:33:16+00:00,2025-05-26T13:34:46+00:00,61.5,30
KTLX-20250526T151927-162032-933,validation,2025-05-26T15:19:27+00:00,2025-05-26T16:20:32+00:00,61.083,30
KTLX-20250526T180401-190610-934,validation,2025-05-26T18:04:01+00:00,2025-05-26T19:06:10+00:00,62.15,30
KTLX-20250526T192326-203713-935,validation,2025-05-26T19:23:26+00:00,2025-05-26T20:37:13+00:00,73.783,30
KTLX-20250526T221836-231925-936,validation,2025-05-26T22:18:36+00:00,2025-05-26T23:19:25+00:00,60.817,30
KTLX-20250527T001420-011631-937,validation,2025-05-27T00:14:20+00:00,2025-05-27T01:16:31+00:00,62.183,30
KTLX-20250527T022945-032828-938,validation,2025-05-27T02:29:45+00:00,2025-05-27T03:28:28+00:00,58.717,30
KTLX-20250527T034127-044948-939,validation,2025-05-27T03:41:27+00:00,2025-05-27T04:49:48+00:00,68.35,30
KTLX-20250527T070255-082718-940,validation,2025-05-27T07:02:55+00:00,2025-05-27T08:27:18+00:00,84.383,30
KTLX-20250527T083920-100725-941,validation,2025-05-27T08:39:20+00:00,2025-05-27T10:07:25+00:00,88.083,30
KTLX-20250527T104201-115259-942,validation,2025-05-27T10:42:01+00:00,2025-05-27T11:52:59+00:00,70.967,30
