candidate,date,start,end,duration_minutes,frames,selected,split
20240315T044046-060018,2024-03-15,2024-03-15T04:40:46+00:00,2024-03-15T06:00:18+00:00,79.533,30,no,
20240315T063650-075625,2024-03-15,2024-03-15T06:36:50+00:00,2024-03-15T07:56:25+00:00,79.583,30,yes,training
20240315T080427-092400,2024-03-15,2024-03-15T08:04:27+00:00,2024-03-15T09:24:00+00:00,79.55,30,no,
20240315T094552-111409,2024-03-15,2024-03-15T09:45:52+00:00,2024-03-15T11:14:09+00:00,88.283,30,yes,training
20240325T035806-050651,2024-03-25,2024-03-25T03:58:06+00:00,2024-03-25T05:06:51+00:00,68.75,30,yes,training
20240325T051109-061321,2024-03-25,2024-03-25T05:11:09+00:00,2024-03-25T06:13:21+00:00,62.2,30,yes,training
20240325T064646-074905,2024-03-25,2024-03-25T06:46:46+00:00,2024-03-25T07:49:05+00:00,62.317,30,yes,training
20240325T081241-091508,2024-03-25,2024-03-25T08:12:41+00:00,2024-03-25T09:15:08+00:00,62.45,30,no,
20240325T095256-105603,2024-03-25,2024-03-25T09:52:56+00:00,2024-03-25T10:56:03+00:00,63.117,30,yes,training
20240325T114951-125949,2024-03-25,2024-03-25T11:49:51+00:00,2024-03-25T12:59:49+00:00,69.967,30,yes,training
20240325T134259-145216,2024-03-25,2024-03-25T13:42:59+00:00,2024-03-25T14:52:16+00:00,69.283,30,yes,training
20240325T145700-160453,2024-03-25,2024-03-25T14:57:00+00:00,2024-03-25T16:04:53+00:00,67.883,30,yes,training
20240325T205337-215205,2024-03-25,2024-03-25T20:53:37+00:00,2024-03-25T21:52:05+00:00,58.467,30,yes,training
20240325T215607-225536,2024-03-25,2024-03-25T21:56:07+00:00,2024-03-25T22:55:36+00:00,59.483,30,yes,training
20240325T225742-235845,2024-03-25,2024-03-25T22:57:42+00:00,2024-03-25T23:58:45+00:00,61.05,30,yes,training
20240401T210032-221339,2024-04-01,2024-04-01T21:00:32+00:00,2024-04-01T22:13:39+00:00,73.117,30,no,
20240401T225407-235338,2024-04-01,2024-04-01T22:54:07+00:00,2024-04-01T23:53:38+00:00,59.517,30,yes,training
20240402T011441-020149,2024-04-02,2024-04-02T01:14:41+00:00,2024-04-02T02:01:49+00:00,47.133,30,yes,training
20240402T021423-030212,2024-04-02,2024-04-02T02:14:23+00:00,2024-04-02T03:02:12+00:00,47.817,30,no,
20240402T033814-042400,2024-04-02,2024-04-02T03:38:14+00:00,2024-04-02T04:24:00+00:00,45.767,30,yes,training
20240402T053536-064020,2024-04-02,2024-04-02T05:35:36+00:00,2024-04-02T06:40:20+00:00,64.733,30,yes,training
20240406T223851-233447,2024-04-06,2024-04-06T22:38:51+00:00,2024-04-06T23:34:47+00:00,55.933,30,yes,training
20240407T002305-013841,2024-04-07,2024-04-07T00:23:05+00:00,2024-04-07T01:38:41+00:00,75.6,30,yes,training
20240426T090809-100932,2024-04-26,2024-04-26T09:08:09+00:00,2024-04-26T10:09:32+00:00,61.383,30,yes,training
20240426T101924-110808,2024-04-26,2024-04-26T10:19:24+00:00,2024-04-26T11:08:08+00:00,48.733,30,yes,training
20240426T115637-124309,2024-04-26,2024-04-26T11:56:37+00:00,2024-04-26T12:43:09+00:00,46.533,30,yes,training
20240426T125919-134450,2024-04-26,2024-04-26T12:59:19+00:00,2024-04-26T13:44:50+00:00,45.517,30,yes,training
20240426T141258-151138,2024-04-26,2024-04-26T14:12:58+00:00,2024-04-26T15:11:38+00:00,58.667,30,no,
20240426T154810-164737,2024-04-26,2024-04-26T15:48:10+00:00,2024-04-26T16:47:37+00:00,59.45,30,yes,training
20240426T170233-180323,2024-04-26,2024-04-26T17:02:33+00:00,2024-04-26T18:03:23+00:00,60.833,30,yes,training
20240426T185634-195605,2024-04-26,2024-04-26T18:56:34+00:00,2024-04-26T19:56:05+00:00,59.517,30,yes,training
20240426T203158-213931,2024-04-26,2024-04-26T20:31:58+00:00,2024-04-26T21:39:31+00:00,67.55,30,no,
20240426T222324-232204,2024-04-26,2024-04-26T22:23:24+00:00,2024-04-26T23:22:04+00:00,58.667,30,yes,training
20240427T041852-053658,2024-04-27,2024-04-27T04:18:52+00:00,2024-04-27T05:36:58+00:00,78.1,30,yes,training
20240427T055355-072205,2024-04-27,2024-04-27T05:53:55+00:00,2024-04-27T07:22:05+00:00,88.167,30,yes,training
20240427T115640-125809,2024-04-27,2024-04-27T11:56:40+00:00,2024-04-27T12:58:09+00:00,61.483,30,yes,training
20240427T135713-150328,2024-04-27,2024-04-27T13:57:13+00:00,2024-04-27T15:03:28+00:00,66.25,30,yes,training
20240427T151225-161436,2024-04-27,2024-04-27T15:12:25+00:00,2024-04-27T16:14:36+00:00,62.183,30,yes,training
20240427T165217-174948,2024-04-27,2024-04-27T16:52:17+00:00,2024-04-27T17:49:48+00:00,57.517,30,no,
20240427T183608-192606,2024-04-27,2024-04-27T18:36:08+00:00,2024-04-27T19:26:06+00:00,49.967,30,yes,training
20240427T193820-202420,2024-04-27,2024-04-27T19:38:20+00:00,2024-04-27T20:24:20+00:00,46.0,30,yes,training
20240427T202734-211339,2024-04-27,2024-04-27T20:27:34+00:00,2024-04-27T21:13:39+00:00,46.083,30,yes,training
20240427T222314-230841,2024-04-27,2024-04-27T22:23:14+00:00,2024-04-27T23:08:41+00:00,45.45,30,yes,training
20240428T013519-022024,2024-04-28,2024-04-28T01:35:19+00:00,2024-04-28T02:20:24+00:00,45.083,30,yes,training
20240428T022144-030943,2024-04-28,2024-04-28T02:21:44+00:00,2024-04-28T03:09:43+00:00,47.983,30,yes,training
20240428T034612-043442,2024-04-28,2024-04-28T03:46:12+00:00,2024-04-28T04:34:42+00:00,48.5,30,yes,training
20240428T043957-054255,2024-04-28,2024-04-28T04:39:57+00:00,2024-04-28T05:42:55+00:00,62.967,30,yes,training
20240428T055040-063901,2024-04-28,2024-04-28T05:50:40+00:00,2024-04-28T06:39:01+00:00,48.35,30,yes,training
20240428T070951-075750,2024-04-28,2024-04-28T07:09:51+00:00,2024-04-28T07:57:50+00:00,47.983,30,yes,training
20240428T075928-084528,2024-04-28,2024-04-28T07:59:28+00:00,2024-04-28T08:45:28+00:00,46.0,30,yes,training
20240428T085015-093624,2024-04-28,2024-04-28T08:50:15+00:00,2024-04-28T09:36:24+00:00,46.15,30,no,
20240429T001000-010316,2024-04-29,2024-04-29T00:10:00+00:00,2024-04-29T01:03:16+00:00,53.267,30,yes,training
20240429T013806-023459,2024-04-29,2024-04-29T01:38:06+00:00,2024-04-29T02:34:59+00:00,56.883,30,yes,training
20240429T023643-033059,2024-04-29,2024-04-29T02:36:43+00:00,2024-04-29T03:30:59+00:00,54.267,30,yes,training
20240429T035705-044840,2024-04-29,2024-04-29T03:57:05+00:00,2024-04-29T04:48:40+00:00,51.583,30,yes,training
20240429T051301-060349,2024-04-29,2024-04-29T05:13:01+00:00,2024-04-29T06:03:49+00:00,50.8,30,yes,training
20240429T064914-073910,2024-04-29,2024-04-29T06:49:14+00:00,2024-04-29T07:39:10+00:00,49.933,30,yes,training
20240429T080950-085831,2024-04-29,2024-04-29T08:09:50+00:00,2024-04-29T08:58:31+00:00,48.683,30,yes,training
20240429T090457-095335,2024-04-29,2024-04-29T09:04:57+00:00,2024-04-29T09:53:35+00:00,48.633,30,yes,training
20240429T100500-105338,2024-04-29,2024-04-29T10:05:00+00:00,2024-04-29T10:53:38+00:00,48.633,30,yes,training
20240429T112140-121006,2024-04-29,2024-04-29T11:21:40+00:00,2024-04-29T12:10:06+00:00,48.433,30,no,
20240429T121144-125956,2024-04-29,2024-04-29T12:11:44+00:00,2024-04-29T12:59:56+00:00,48.2,30,yes,training
20240429T130832-141758,2024-04-29,2024-04-29T13:08:32+00:00,2024-04-29T14:17:58+00:00,69.433,30,yes,training
20240430T192125-204933,2024-04-30,2024-04-30T19:21:25+00:00,2024-04-30T20:49:33+00:00,88.133,30,yes,training
20240430T211902-222434,2024-04-30,2024-04-30T21:19:02+00:00,2024-04-30T22:24:34+00:00,65.533,30,yes,training
20240430T223856-232448,2024-04-30,2024-04-30T22:38:56+00:00,2024-04-30T23:24:48+00:00,45.867,30,yes,training
20240501T001024-005559,2024-05-01,2024-05-01T00:10:24+00:00,2024-05-01T00:55:59+00:00,45.583,30,yes,training
20240501T011543-020059,2024-05-01,2024-05-01T01:15:43+00:00,2024-05-01T02:00:59+00:00,45.267,30,yes,training
20240501T033654-042158,2024-05-01,2024-05-01T03:36:54+00:00,2024-05-01T04:21:58+00:00,45.067,30,yes,training
20240501T042319-051038,2024-05-01,2024-05-01T04:23:19+00:00,2024-05-01T05:10:38+00:00,47.317,30,no,
20240501T052322-061025,2024-05-01,2024-05-01T05:23:22+00:00,2024-05-01T06:10:25+00:00,47.05,30,yes,training
20240501T061517-070709,2024-05-01,2024-05-01T06:15:17+00:00,2024-05-01T07:07:09+00:00,51.867,30,yes,training
20240501T073921-085052,2024-05-01,2024-05-01T07:39:21+00:00,2024-05-01T08:50:52+00:00,71.517,30,yes,training
20240501T091011-102135,2024-05-01,2024-05-01T09:10:11+00:00,2024-05-01T10:21:35+00:00,71.4,30,yes,training
20240501T102628-113713,2024-05-01,2024-05-01T10:26:28+00:00,2024-05-01T11:37:13+00:00,70.75,30,yes,training
20240501T115003-130426,2024-05-01,2024-05-01T11:50:03+00:00,2024-05-01T13:04:26+00:00,74.383,30,yes,training
20240501T135913-151555,2024-05-01,2024-05-01T13:59:13+00:00,2024-05-01T15:15:55+00:00,76.7,30,yes,training
20240501T154403-165113,2024-05-01,2024-05-01T15:44:03+00:00,2024-05-01T16:51:13+00:00,67.167,30,no,
20240502T021339-031745,2024-05-02,2024-05-02T02:13:39+00:00,2024-05-02T03:17:45+00:00,64.1,30,yes,training
20240502T035317-050701,2024-05-02,2024-05-02T03:53:17+00:00,2024-05-02T05:07:01+00:00,73.733,30,yes,training
20240502T052802-064353,2024-05-02,2024-05-02T05:28:02+00:00,2024-05-02T06:43:53+00:00,75.85,30,yes,training
20240502T064907-080640,2024-05-02,2024-05-02T06:49:07+00:00,2024-05-02T08:06:40+00:00,77.55,30,yes,training
20240502T080911-092322,2024-05-02,2024-05-02T08:09:11+00:00,2024-05-02T09:23:22+00:00,74.183,30,yes,training
20240502T102008-113346,2024-05-02,2024-05-02T10:20:08+00:00,2024-05-02T11:33:46+00:00,73.633,30,yes,training
20240502T114938-125541,2024-05-02,2024-05-02T11:49:38+00:00,2024-05-02T12:55:41+00:00,66.05,30,yes,training
20240502T204702-220022,2024-05-02,2024-05-02T20:47:02+00:00,2024-05-02T22:00:22+00:00,73.333,30,yes,training
20240502T222633-231907,2024-05-02,2024-05-02T22:26:33+00:00,2024-05-02T23:19:07+00:00,52.567,30,yes,training
20240503T001734-010425,2024-05-03,2024-05-03T00:17:34+00:00,2024-05-03T01:04:25+00:00,46.85,30,yes,training
20240503T010755-015707,2024-05-03,2024-05-03T01:07:55+00:00,2024-05-03T01:57:07+00:00,49.2,30,yes,training
20240503T021954-030903,2024-05-03,2024-05-03T02:19:54+00:00,2024-05-03T03:09:03+00:00,49.15,30,yes,training
20240503T034136-045418,2024-05-03,2024-05-03T03:41:36+00:00,2024-05-03T04:54:18+00:00,72.7,30,yes,training
20240503T053641-064921,2024-05-03,2024-05-03T05:36:41+00:00,2024-05-03T06:49:21+00:00,72.667,30,yes,training
20240503T074442-085844,2024-05-03,2024-05-03T07:44:42+00:00,2024-05-03T08:58:44+00:00,74.033,30,yes,training
20240503T092929-103851,2024-05-03,2024-05-03T09:29:29+00:00,2024-05-03T10:38:51+00:00,69.367,30,no,
20240503T112512-122614,2024-05-03,2024-05-03T11:25:12+00:00,2024-05-03T12:26:14+00:00,61.033,30,yes,training
20240504T031507-043057,2024-05-04,2024-05-04T03:15:07+00:00,2024-05-04T04:30:57+00:00,75.833,30,yes,training
20240504T044842-060258,2024-05-04,2024-05-04T04:48:42+00:00,2024-05-04T06:02:58+00:00,74.267,30,no,
20240504T071429-081933,2024-05-04,2024-05-04T07:14:29+00:00,2024-05-04T08:19:33+00:00,65.067,30,yes,training
20240504T093515-103654,2024-05-04,2024-05-04T09:35:15+00:00,2024-05-04T10:36:54+00:00,61.65,30,no,
20240504T111406-122113,2024-05-04,2024-05-04T11:14:06+00:00,2024-05-04T12:21:13+00:00,67.117,30,no,
20240504T123218-133414,2024-05-04,2024-05-04T12:32:18+00:00,2024-05-04T13:34:14+00:00,61.933,30,no,
20240504T142708-153200,2024-05-04,2024-05-04T14:27:08+00:00,2024-05-04T15:32:00+00:00,64.867,30,yes,training
20240504T154924-165904,2024-05-04,2024-05-04T15:49:24+00:00,2024-05-04T16:59:04+00:00,69.667,30,yes,training
20240504T172148-183731,2024-05-04,2024-05-04T17:21:48+00:00,2024-05-04T18:37:31+00:00,75.717,30,yes,training
20240504T193437-204905,2024-05-04,2024-05-04T19:34:37+00:00,2024-05-04T20:49:05+00:00,74.467,30,no,
20240504T205113-215502,2024-05-04,2024-05-04T20:51:13+00:00,2024-05-04T21:55:02+00:00,63.817,30,yes,training
20240504T221823-231718,2024-05-04,2024-05-04T22:18:23+00:00,2024-05-04T23:17:18+00:00,58.917,30,no,
20240505T004405-014613,2024-05-05,2024-05-05T00:44:05+00:00,2024-05-05T01:46:13+00:00,62.133,30,yes,training
20240505T015720-030125,2024-05-05,2024-05-05T01:57:20+00:00,2024-05-05T03:01:25+00:00,64.083,30,yes,training
20240505T030554-040629,2024-05-05,2024-05-05T03:05:54+00:00,2024-05-05T04:06:29+00:00,60.583,30,yes,training
20240505T043540-054511,2024-05-05,2024-05-05T04:35:40+00:00,2024-05-05T05:45:11+00:00,69.517,30,no,
20240505T062836-073937,2024-05-05,2024-05-05T06:28:36+00:00,2024-05-05T07:39:37+00:00,71.017,30,yes,training
20240505T084057-095604,2024-05-05,2024-05-05T08:40:57+00:00,2024-05-05T09:56:04+00:00,75.117,30,yes,training
20240505T115032-130817,2024-05-05,2024-05-05T11:50:32+00:00,2024-05-05T13:08:17+00:00,77.75,30,yes,training
20240505T144629-160030,2024-05-05,2024-05-05T14:46:29+00:00,2024-05-05T16:00:30+00:00,74.017,30,yes,training
20240505T162917-173145,2024-05-05,2024-05-05T16:29:17+00:00,2024-05-05T17:31:45+00:00,62.467,30,yes,training
20240505T182449-192542,2024-05-05,2024-05-05T18:24:49+00:00,2024-05-05T19:25:42+00:00,60.883,30,yes,training
20240505T193957-203921,2024-05-05,2024-05-05T19:39:57+00:00,2024-05-05T20:39:21+00:00,59.4,30,no,
20240505T204132-220339,2024-05-05,2024-05-05T20:41:32+00:00,2024-05-05T22:03:39+00:00,82.117,30,no,
20240506T195724-212039,2024-05-06,2024-05-06T19:57:24+00:00,2024-05-06T21:20:39+00:00,83.25,30,yes,training
20240506T215545-225149,2024-05-06,2024-05-06T21:55:45+00:00,2024-05-06T22:51:49+00:00,56.067,30,no,
20240506T225753-235604,2024-05-06,2024-05-06T22:57:53+00:00,2024-05-06T23:56:04+00:00,58.183,30,no,
20240507T001851-010528,2024-05-07,2024-05-07T00:18:51+00:00,2024-05-07T01:05:28+00:00,46.617,30,yes,training
20240507T014751-023620,2024-05-07,2024-05-07T01:47:51+00:00,2024-05-07T02:36:20+00:00,48.483,30,yes,training
20240507T031047-035706,2024-05-07,2024-05-07T03:10:47+00:00,2024-05-07T03:57:06+00:00,46.317,30,yes,training
20240507T043427-052045,2024-05-07,2024-05-07T04:34:27+00:00,2024-05-07T05:20:45+00:00,46.3,30,yes,training
20240507T052228-061211,2024-05-07,2024-05-07T05:22:28+00:00,2024-05-07T06:12:11+00:00,49.717,30,yes,training
20240507T063544-073849,2024-05-07,2024-05-07T06:35:44+00:00,2024-05-07T07:38:49+00:00,63.083,30,yes,training
20240507T083415-093229,2024-05-07,2024-05-07T08:34:15+00:00,2024-05-07T09:32:29+00:00,58.233,30,yes,training
20240507T102036-111841,2024-05-07,2024-05-07T10:20:36+00:00,2024-05-07T11:18:41+00:00,58.083,30,yes,training
20240507T114647-124506,2024-05-07,2024-05-07T11:46:47+00:00,2024-05-07T12:45:06+00:00,58.317,30,yes,training
20240507T133636-143502,2024-05-07,2024-05-07T13:36:36+00:00,2024-05-07T14:35:02+00:00,58.433,30,yes,training
20240507T143902-155740,2024-05-07,2024-05-07T14:39:02+00:00,2024-05-07T15:57:40+00:00,78.633,30,yes,training
20240509T151914-164856,2024-05-09,2024-05-09T15:19:14+00:00,2024-05-09T16:48:56+00:00,89.7,30,no,
20240509T171331-182152,2024-05-09,2024-05-09T17:13:31+00:00,2024-05-09T18:21:52+00:00,68.35,30,no,
20240509T185338-200643,2024-05-09,2024-05-09T18:53:38+00:00,2024-05-09T20:06:43+00:00,73.083,30,yes,training
20240509T203118-213235,2024-05-09,2024-05-09T20:31:18+00:00,2024-05-09T21:32:35+00:00,61.283,30,yes,training
20240509T221448-231238,2024-05-09,2024-05-09T22:14:48+00:00,2024-05-09T23:12:38+00:00,57.833,30,yes,training
20240510T001421-011159,2024-05-10,2024-05-10T00:14:21+00:00,2024-05-10T01:11:59+00:00,57.633,30,yes,training
20240510T011806-021717,2024-05-10,2024-05-10T01:18:06+00:00,2024-05-10T02:17:17+00:00,59.183,30,no,
20240510T022804-033814,2024-05-10,2024-05-10T02:28:04+00:00,2024-05-10T03:38:14+00:00,70.167,30,yes,training
20240512T141002-153020,2024-05-12,2024-05-12T14:10:02+00:00,2024-05-12T15:30:20+00:00,80.3,30,yes,training
20240513T085302-094944,2024-05-13,2024-05-13T08:53:02+00:00,2024-05-13T09:49:44+00:00,56.7,30,yes,training
20240513T102501-111021,2024-05-13,2024-05-13T10:25:01+00:00,2024-05-13T11:10:21+00:00,45.333,30,yes,training
20240513T170353-183242,2024-05-13,2024-05-13T17:03:53+00:00,2024-05-13T18:32:42+00:00,88.817,30,yes,training
20240513T183905-194302,2024-05-13,2024-05-13T18:39:05+00:00,2024-05-13T19:43:02+00:00,63.95,30,yes,training
20240513T200444-210701,2024-05-13,2024-05-13T20:04:44+00:00,2024-05-13T21:07:01+00:00,62.283,30,no,
20240513T214423-224628,2024-05-13,2024-05-13T21:44:23+00:00,2024-05-13T22:46:28+00:00,62.083,30,yes,training
20240513T225252-234906,2024-05-13,2024-05-13T22:52:52+00:00,2024-05-13T23:49:06+00:00,56.233,30,yes,training
20240514T001028-010711,2024-05-14,2024-05-14T00:10:28+00:00,2024-05-14T01:07:11+00:00,56.717,30,no,
20240514T011913-023157,2024-05-14,2024-05-14T01:19:13+00:00,2024-05-14T02:31:57+00:00,72.733,30,yes,training
20240516T052823-061715,2024-05-16,2024-05-16T05:28:23+00:00,2024-05-16T06:17:15+00:00,48.867,30,no,
20240516T062211-072148,2024-05-16,2024-05-16T06:22:11+00:00,2024-05-16T07:21:48+00:00,59.617,30,yes,training
20240516T075326-084230,2024-05-16,2024-05-16T07:53:26+00:00,2024-05-16T08:42:30+00:00,49.067,30,yes,training
20240516T084405-093025,2024-05-16,2024-05-16T08:44:05+00:00,2024-05-16T09:30:25+00:00,46.333,30,yes,training
20240516T093139-101858,2024-05-16,2024-05-16T09:31:39+00:00,2024-05-16T10:18:58+00:00,47.317,30,yes,training
20240516T102606-111543,2024-05-16,2024-05-16T10:26:06+00:00,2024-05-16T11:15:43+00:00,49.617,30,yes,training
20240516T114101-123118,2024-05-16,2024-05-16T11:41:01+00:00,2024-05-16T12:31:18+00:00,50.283,30,yes,training
20240520T011012-020731,2024-05-20,2024-05-20T01:10:12+00:00,2024-05-20T02:07:31+00:00,57.317,30,yes,training
20240520T024328-033136,2024-05-20,2024-05-20T02:43:28+00:00,2024-05-20T03:31:36+00:00,48.133,30,yes,training
20240520T035908-044630,2024-05-20,2024-05-20T03:59:08+00:00,2024-05-20T04:46:30+00:00,47.367,30,yes,training
20240520T051051-060028,2024-05-20,2024-05-20T05:10:51+00:00,2024-05-20T06:00:28+00:00,49.617,30,yes,training
20240520T061806-070657,2024-05-20,2024-05-20T06:18:06+00:00,2024-05-20T07:06:57+00:00,48.85,30,no,
20240520T071921-080732,2024-05-20,2024-05-20T07:19:21+00:00,2024-05-20T08:07:32+00:00,48.183,30,yes,training
20240520T081728-090632,2024-05-20,2024-05-20T08:17:28+00:00,2024-05-20T09:06:32+00:00,49.067,30,no,
20240520T091945-100708,2024-05-20,2024-05-20T09:19:45+00:00,2024-05-20T10:07:08+00:00,47.383,30,yes,training
20240520T101444-111025,2024-05-20,2024-05-20T10:14:44+00:00,2024-05-20T11:10:25+00:00,55.683,30,yes,training
20240520T113109-124122,2024-05-20,2024-05-20T11:31:09+00:00,2024-05-20T12:41:22+00:00,70.217,30,yes,training
20240522T102246-113416,2024-05-22,2024-05-22T10:22:46+00:00,2024-05-22T11:34:16+00:00,71.5,30,no,
20240522T115724-131408,2024-05-22,2024-05-22T11:57:24+00:00,2024-05-22T13:14:08+00:00,76.733,30,yes,training
20240522T135656-145720,2024-05-22,2024-05-22T13:56:56+00:00,2024-05-22T14:57:20+00:00,60.4,30,yes,training
20240522T162231-171517,2024-05-22,2024-05-22T16:22:31+00:00,2024-05-22T17:15:17+00:00,52.767,30,yes,training
20240522T174206-184135,2024-05-22,2024-05-22T17:42:06+00:00,2024-05-22T18:41:35+00:00,59.483,30,yes,training
20240522T184343-194257,2024-05-22,2024-05-22T18:43:43+00:00,2024-05-22T19:42:57+00:00,59.233,30,yes,training
20240522T194706-204759,2024-05-22,2024-05-22T19:47:06+00:00,2024-05-22T20:47:59+00:00,60.883,30,yes,training
20240522T205617-220458,2024-05-22,2024-05-22T20:56:17+00:00,2024-05-22T22:04:58+00:00,68.683,30,yes,training
20240522T223348-234449,2024-05-22,2024-05-22T22:33:48+00:00,2024-05-22T23:44:49+00:00,71.017,30,yes,training
20240523T004809-014937,2024-05-23,2024-05-23T00:48:09+00:00,2024-05-23T01:49:37+00:00,61.467,30,yes,training
20240523T021850-034646,2024-05-23,2024-05-23T02:18:50+00:00,2024-05-23T03:46:46+00:00,87.933,30,yes,training
20240523T035005-044605,2024-05-23,2024-05-23T03:50:05+00:00,2024-05-23T04:46:05+00:00,56.0,30,yes,training
20240523T044954-055206,2024-05-23,2024-05-23T04:49:54+00:00,2024-05-23T05:52:06+00:00,62.2,30,yes,training
20240523T055427-070558,2024-05-23,2024-05-23T05:54:27+00:00,2024-05-23T07:05:58+00:00,71.517,30,yes,training
20240523T073236-084506,2024-05-23,2024-05-23T07:32:36+00:00,2024-05-23T08:45:06+00:00,72.5,30,yes,training
20240523T090350-100105,2024-05-23,2024-05-23T09:03:50+00:00,2024-05-23T10:01:05+00:00,57.25,30,no,
20240523T100903-110845,2024-05-23,2024-05-23T10:09:03+00:00,2024-05-23T11:08:45+00:00,59.7,30,yes,training
20240523T113850-123952,2024-05-23,2024-05-23T11:38:50+00:00,2024-05-23T12:39:52+00:00,61.033,30,yes,training
20240524T220505-233044,2024-05-24,2024-05-24T22:05:05+00:00,2024-05-24T23:30:44+00:00,85.65,30,no,
20240525T004336-015032,2024-05-25,2024-05-25T00:43:36+00:00,2024-05-25T01:50:32+00:00,66.933,30,yes,training
20240525T211432-223412,2024-05-25,2024-05-25T21:14:32+00:00,2024-05-25T22:34:12+00:00,79.667,30,yes,training
20240525T224635-234424,2024-05-25,2024-05-25T22:46:35+00:00,2024-05-25T23:44:24+00:00,57.817,30,yes,training
20240526T004418-014456,2024-05-26,2024-05-26T00:44:18+00:00,2024-05-26T01:44:56+00:00,60.633,30,no,
20240526T020546-025617,2024-05-26,2024-05-26T02:05:46+00:00,2024-05-26T02:56:17+00:00,50.517,30,yes,training
20240526T030814-035630,2024-05-26,2024-05-26T03:08:14+00:00,2024-05-26T03:56:30+00:00,48.267,30,yes,training
20240526T040406-044923,2024-05-26,2024-05-26T04:04:06+00:00,2024-05-26T04:49:23+00:00,45.283,30,yes,training
20240526T050317-055051,2024-05-26,2024-05-26T05:03:17+00:00,2024-05-26T05:50:51+00:00,47.567,30,yes,training
20240526T055847-064702,2024-05-26,2024-05-26T05:58:47+00:00,2024-05-26T06:47:02+00:00,48.25,30,yes,training
20240526T070010-074807,2024-05-26,2024-05-26T07:00:10+00:00,2024-05-26T07:48:07+00:00,47.95,30,yes,training
20240526T074945-084913,2024-05-26,2024-05-26T07:49:45+00:00,2024-05-26T08:49:13+00:00,59.467,30,no,
20240526T102924-113028,2024-05-26,2024-05-26T10:29:24+00:00,2024-05-26T11:30:28+00:00,61.067,30,no,
20240526T115200-125228,2024-05-26,2024-05-26T11:52:00+00:00,2024-05-26T12:52:28+00:00,60.467,30,yes,training
20240526T132442-142712,2024-05-26,2024-05-26T13:24:42+00:00,2024-05-26T14:27:12+00:00,62.5,30,yes,training
20240526T201245-212641,2024-05-26,2024-05-26T20:12:45+00:00,2024-05-26T21:26:41+00:00,73.933,30,no,
20240527T104042-120851,2024-05-27,2024-05-27T10:40:42+00:00,2024-05-27T12:08:51+00:00,88.15,30,yes,training
20240528T030254-042815,2024-05-28,2024-05-28T03:02:54+00:00,2024-05-28T04:28:15+00:00,85.35,30,no,
20240530T121228-134221,2024-05-30,2024-05-30T12:12:28+00:00,2024-05-30T13:42:21+00:00,89.883,30,yes,training
20240530T135530-151146,2024-05-30,2024-05-30T13:55:30+00:00,2024-05-30T15:11:46+00:00,76.267,30,yes,training
20240530T151704-163207,2024-05-30,2024-05-30T15:17:04+00:00,2024-05-30T16:32:07+00:00,75.05,30,yes,training
20240530T172148-182803,2024-05-30,2024-05-30T17:21:48+00:00,2024-05-30T18:28:03+00:00,66.25,30,yes,training
20240530T185533-195817,2024-05-30,2024-05-30T18:55:33+00:00,2024-05-30T19:58:17+00:00,62.733,30,yes,training
20240530T200859-211610,2024-05-30,2024-05-30T20:08:59+00:00,2024-05-30T21:16:10+00:00,67.183,30,no,
20240530T212021-222313,2024-05-30,2024-05-30T21:20:21+00:00,2024-05-30T22:23:13+00:00,62.867,30,no,
20240530T222731-232940,2024-05-30,2024-05-30T22:27:31+00:00,2024-05-30T23:29:40+00:00,62.15,30,yes,training
20240531T022715-032656,2024-05-31,2024-05-31T02:27:15+00:00,2024-05-31T03:26:56+00:00,59.683,30,yes,training
20240531T034809-045228,2024-05-31,2024-05-31T03:48:09+00:00,2024-05-31T04:52:28+00:00,64.317,30,no,
20240531T054028-065157,2024-05-31,2024-05-31T05:40:28+00:00,2024-05-31T06:51:57+00:00,71.483,30,yes,training
20240602T164137-174503,2024-06-02,2024-06-02T16:41:37+00:00,2024-06-02T17:45:03+00:00,63.433,30,yes,training
20240602T174659-183358,2024-06-02,2024-06-02T17:46:59+00:00,2024-06-02T18:33:58+00:00,46.983,30,yes,training
20240602T190921-195643,2024-06-02,2024-06-02T19:09:21+00:00,2024-06-02T19:56:43+00:00,47.367,30,yes,training
20240602T195841-204537,2024-06-02,2024-06-02T19:58:41+00:00,2024-06-02T20:45:37+00:00,46.933,30,yes,training
20240602T211337-221431,2024-06-02,2024-06-02T21:13:37+00:00,2024-06-02T22:14:31+00:00,60.9,30,yes,training
20240602T221943-233420,2024-06-02,2024-06-02T22:19:43+00:00,2024-06-02T23:34:20+00:00,74.617,30,yes,training
20240603T010051-020323,2024-06-03,2024-06-03T01:00:51+00:00,2024-06-03T02:03:23+00:00,62.533,30,yes,training
20240603T021818-031908,2024-06-03,2024-06-03T02:18:18+00:00,2024-06-03T03:19:08+00:00,60.833,30,no,
20240603T032327-044033,2024-06-03,2024-06-03T03:23:27+00:00,2024-06-03T04:40:33+00:00,77.1,30,yes,training
20240604T083840-093522,2024-06-04,2024-06-04T08:38:40+00:00,2024-06-04T09:35:22+00:00,56.7,30,no,
20240604T095033-104844,2024-06-04,2024-06-04T09:50:33+00:00,2024-06-04T10:48:44+00:00,58.183,30,no,
